death_date,name,rank,unit,gender,age,from,story,pid,webpage,eng
2023-10-07,איתי יהודה באוסי,"רס""ל",חטיבת הקומנדו,M,22,קבוצת יבנה,לוחם קומנדו ביחידת דובדבן.,1708.0,https://www.idf.il/נופלים/חללי-המלחמה/איתי-יהודה-באוסי/,Sergeant first class Itay Yehudah Bausi
2023-10-07,אדם אגמון,"סמ""ר","חטיבת ביסל""ח",M,21,כמון,"מפקד כיתה בגדוד 450 שבביסל""ח. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",1551.0,https://www.idf.il/נופלים/חללי-המלחמה/אדם-אגמון/,Staff sergeant Adam Agmon
2023-10-07,אביעד רבלין,"סמ""ר",החטיבה הטכנולוגית ליבשה,M,23,עתניאל,"חייל בחטיבה הטכנולוגית ליבשה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",1643.0,https://www.idf.il/נופלים/חללי-המלחמה/אביעד-רבלין/,Staff sergeant Aviad Revlin
2023-10-07,ראובן שישפורטיש,"רס""ם (במיל')",חיל הגנת הגבולות,M,36,שלומית,חבר בכיתת הכוננות ביישוב.,1034.0,https://www.idf.il/נופלים/חללי-המלחמה/ראובן-שישפורטיש/,Sergeant major (res.) Reouven Chicheportiche
2023-10-07,מיה ויאלובו פולו,"רב""ט",חיל הגנת הגבולות,F,19,גבעתיים,"בקרית איסוף יבשתי בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת טוראי לדרגת רב""ט לאחר מותה.",1642.0,https://www.idf.il/נופלים/חללי-המלחמה/מיה-ויאלובו-פולו/,Corporal Maya Villalobo Polo
2023-10-09,אביאל מלקמו,"רס""ל",חטיבת הקומנדו,M,21,קריית אתא,"לוחם קומנדו ביחידת אגוז. הועלה מדרגת סמ""ר לדרגת רס""ל לאחר מותו.",1587.0,https://www.idf.il/נופלים/חללי-המלחמה/אביאל-מלקמו/,Sergeant first class Aviel Melkamu
2023-10-07,דור ירחי,"סמ""ר",חטיבת גולני,M,21,ראשון לציון,לוחם בגדוד 13 שבחטיבת גולני.,1508.0,https://www.idf.il/נופלים/חללי-המלחמה/דור-ירחי/,Staff sergeant Dor Yarhi
2023-10-07,דניאל שפרבר,"סמ""ר",חיל הגנת הגבולות,M,20,יהוד מונוסון,"לוחם איסוף בגדוד 414 שבחיל הגנת הגבולות. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",1496.0,https://www.idf.il/נופלים/חללי-המלחמה/דניאל-שפרבר/,Staff sergeant Daniel Shperber
2023-10-07,שיראל מור,סמל,חיל הגנת הגבולות,F,19,רעננה,"בקרית איסוף יבשתי בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת רב""ט לדרגת סמל לאחר מותה.",1543.0,https://www.idf.il/נופלים/חללי-המלחמה/שיראל-מור/,Sergeant Shirel Mor
2023-10-11,יובל יפה,סגן,עוצבת סער מגולן (7),M,21,צופית,"מפקד מחלקה בגדוד 196 שבעוצבת 'סער מגולן' (7). הועלה מדרגת סג""ם לדרגת סגן לאחר מותו.",2033.0,https://www.idf.il/נופלים/חללי-המלחמה/יובל-יפה/,Lieutenant Yuval Yoffe
2023-10-07,יוחאי דוכן,סגן,חטיבת גולני,M,26,קריית ארבע,"מפקד מחלקה בגדוד 13 שבחטיבת גולני. הועלה מדרגת סג""ם לדרגת סגן לאחר מותו.",1605.0,https://www.idf.il/נופלים/חללי-המלחמה/יוחאי-דוכן/,Lieutenant Yohai Dukhan
2023-10-07,שילה ראוכברגר,סרן,חטיבת גולני,M,23,עלי,מפקד מחלקה בגדוד 51 שבחטיבת גולני. הועלה מדרגת סגן לדרגת סרן לאחר מותו.,1732.0,https://www.idf.il/נופלים/חללי-המלחמה/שילה-ראוכברגר/,Captain Shilo Rauchberger
2023-10-08,אופק רוסו,"רס""ל",שייטת 13,M,21,קדימה צורן,"צוללן לוחם בשייטת 13. הועלה מדרגת סמ""ר לדרגת רס""ל לאחר מותו.",116.0,https://www.idf.il/נופלים/חללי-המלחמה/אופק-רוסו/,Sergeant first class Ofek Rousso
2023-10-07,עידן באלוי,סרן,חטיבת גולני,M,21,ראשון לציון,קצין הקשר הגדודי של גדוד 13 שבחטיבת גולני. הועלה מדרגת סגן לדרגת סרן לאחר מותו.,407.0,https://www.idf.il/נופלים/חללי-המלחמה/עידן-באלוי/,Captain Idan Baloi
2023-10-07,שיר אילת,סרן,חיל הגנת הגבולות,F,20,כפר שמואל,מפקדת מחלקה בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת סגן לדרגת סרן לאחר מותה.,1544.0,https://www.idf.il/נופלים/חללי-המלחמה/שיר-אילת/,Captain Shir Eilat
2023-10-07,עילי נועם בן מוחה,סמל,חטיבת גולני,M,20,אשדוד,"לוחם בגדוד 51 שבחטיבת גולני. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",2011.0,https://www.idf.il/נופלים/חללי-המלחמה/עילי-נועם-בן-מוחה/,Sergeant Ilay Noam Ben Muha
2023-10-07,אביב חג׳ג׳,סמל,חיל הגנת הגבולות,F,19,גילת,"בקרית איסוף יבשתי מגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת רב""ט לדרגת סמל לאחר מותה.",1641.0,https://www.idf.il/נופלים/חללי-המלחמה/אביב-חג-ג/,Sergeant Aviv Hagage
2023-10-08,שגיא גולן,"רס""ן","יחידת הלוט""ר",M,30,רעננה,"קצין בבית הספר ללוט""ר. הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.",79.0,https://www.idf.il/נופלים/חללי-המלחמה/שגיא-גולן/,Major Sagi Golan
2023-10-07,נאור סיבוני,"סמ""ר",חטיבת גולני,M,20,גילת,"לוחם בגדוד 13 שבחטיבת גולני. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",495.0,https://www.idf.il/נופלים/חללי-המלחמה/נאור-סיבוני/,Staff sergeant Naor Siboni
2023-10-07,שירת ים עמר,"רב""ט",חיל הגנת הגבולות,F,18,קרית אונו,"בקרית איסוף יבשתי בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת טוראי לדרגת רב""ט לאחר מותה.",461.0,https://www.idf.il/נופלים/חללי-המלחמה/שירת-ים-עמר/,Corporal Shirat Yam Amar
2023-10-07,לירן מונס אלמוסנינו,"רס""ם (במיל')","יחידת הלוט""ר",M,42,כמהין,"לוחם צוות התערבות לוט""ר ניצנה. הועלה מדרגת רס""ר (במיל') לדרגת רס""ם (במיל') לאחר מותו.",267.0,https://www.idf.il/נופלים/חללי-המלחמה/לירן-מונס-אלמוסנינו/,Sergeant major (res.) Liran Mones Almosnino
2023-10-09,רועי נהרי,סרן,חטיבת הצנחנים,M,23,אורה,מפקד מחלקה בגדוד 202 שבחטיבת הצנחנים. הועלה מדרגת סגן לדרגת סרן לאחר מותו.,329.0,https://www.idf.il/נופלים/חללי-המלחמה/רועי-נהרי/,Captain Roi Nahary
2023-10-07,קארין שוורצמן,סמל,זרוע האוויר והחלל,F,20,חולון,"טכנאית מערכות הספק ובקרה בלהק ציוד בזרוע האוויר. הועלתה מדרגת רב""ט לדרגת סמל לאחר מותה.",850.0,https://www.idf.il/נופלים/חללי-המלחמה/קארין-שוורצמן/,Sergeant Karin Shwarchman
2023-10-07,שמעון לוגאסי,סמל,חיל הגנת הגבולות,M,19,עכו,"לוחם איסוף בגדוד 414 שבחיל הגנת הגבולות. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",481.0,https://www.idf.il/נופלים/חללי-המלחמה/שמעון-לוגאסי/,Sergeant Shimon Lugasi
2023-10-07,ולנטין (אלי) גנסיה,"סמ""ר",חטיבת הצנחנים,M,22,ירושלים,"לוחם בגדוד 890 שבחטיבת צנחנים. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",76.0,https://www.idf.il/נופלים/חללי-המלחמה/ולנטין-אלי-גנסיה/,Staff sergeant Valentin Elie Ghnassia
2023-10-07,נתיב קוצרו,סמל,מערך ההגנה האווירית,M,21,מעלה אדומים,"טכנאי שו""ב ומשגר בגדוד 947 שבמערך ההגנה האווירית. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",418.0,https://www.idf.il/נופלים/חללי-המלחמה/נתיב-קוצרו/,Sergeant Nativ Kuzaro
2023-10-07,ברק יעקב בן דוד,"סמ""ר",חטיבת גולני,M,19,דימונה,"לוחם בגדוד 13 שבחטיבת גולני. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",468.0,https://www.idf.il/נופלים/חללי-המלחמה/ברק-יעקב-בן-דוד/,Staff sergeant Barak Ben David
2023-10-07,לידור מקייס,"רב""ט",מתאם פעולות הממשלה בשטחים,M,19,אופקים,"מש""ק לוגיסטיקה ביחידת מתפ""ש. הועלה מדרגת טוראי לדרגת רב""ט לאחר מותו.",259.0,https://www.idf.il/נופלים/חללי-המלחמה/לידור-מקייס/,Corporal Lidor Makayes
2023-10-07,בנימין גבריאל יונה,סמל,מערך ההגנה האווירית,M,19,ירושלים,"נהג משא כבד בגדוד 947 שבמערך ההגנה האווירית. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",227.0,https://www.idf.il/נופלים/חללי-המלחמה/בנימין-גבריאל-יונה/,Sergeant Benyamin Gavriel Yona
2023-10-07,איתי אופק גליסקו,"סמ""ר",חטיבת גולני,M,20,יקנעם עילית,"לוחם בגדוד 13 שבחטיבת גולני. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",487.0,https://www.idf.il/נופלים/חללי-המלחמה/איתי-אופק-גליסקו/,Staff sergeant Itai Ofek Glisko
2023-10-07,אילן פיורנטינו,"רס""ם (במיל')",חיל הגנת הגבולות,M,38,נחל עוז,"רבש""צ נחל עוז.",413.0,https://www.idf.il/נופלים/חללי-המלחמה/אילן-פיורנטינו/,Sergeant major (res.) Ilan Fiorentino
2023-10-07,אור אביטל,סמל,עוצבת סער מגולן (7),M,20,מרום גולן,"לוחם שריון בגדוד 77 שבעוצבת 'סער מגולן' (7). הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",211.0,https://www.idf.il/נופלים/חללי-המלחמה/אור-אביטל/,Sergeant Or Avital
2023-10-07,דניאל קסבצ׳וק,"סמ""ר",חיל הטכנולוגיה והאחזקה,M,21,שדרות,טכנאי אלקטרומכניקה ביחידת מורן,1140.0,https://www.idf.il/נופלים/חללי-המלחמה/דניאל-קסבצ-וק/,Staff sergeant Daniel Kasavchuk
2023-10-07,הדר מרים כהן,"רב""ט",חיל הגנת הגבולות,F,18,זיתן,"בקרית איסוף יבשתי בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת טוראי לדרגת רב""ט לאחר מותה.",472.0,https://www.idf.il/נופלים/חללי-המלחמה/הדר-מרים-כהן/,Corporal Hadar Miriam Cohen
2023-10-07,מתן מלכה,סמל,חטיבת הצנחנים,M,19,גשר הזיו,"לוחם בגדוד 101 שבחטיבת הצנחנים. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",261.0,https://www.idf.il/נופלים/חללי-המלחמה/מתן-מלכה/,Sergeant Matan Malka
2023-10-07,סהר טל,סגן,מערך מודיעין השדה,M,20,צרעה,"קצין מודיעין בגדוד 77 שבחטיבה 7. הועלה מדרגת סג""ם לדרגת סגן לאחר מותו.",266.0,https://www.idf.il/נופלים/חללי-המלחמה/סהר-טל/,Lieutenant Sahar Tal
2023-10-07,יעל לייבושור,סמל,חיל הגנת הגבולות,F,20,גיאה,"בקרית איסוף יבשתי בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת רב""ט לדרגת סמל לאחר מותה.",478.0,https://www.idf.il/נופלים/חללי-המלחמה/יעל-לייבושור/,Sergeant Yael Leibushor
2023-10-07,דביר חיים רסלר,"סמ""ר",חטיבת גולני,M,21,קדומים,"לוחם בגדוד 51 שבחטיבת גולני. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",493.0,https://www.idf.il/נופלים/חללי-המלחמה/דביר-חיים-רסלר/,Staff sergeant Dvir Haim Rossler
2023-10-07,חביב קיעאן,סמל,חטיבת גולני,M,21,חורה,"לוחם בגדוד 13 שבחטיבת גולני. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",489.0,https://www.idf.il/נופלים/חללי-המלחמה/חביב-קיעאן/,Sergeant Habib Kiean
2023-10-07,נועה פרייס,"סמ""ר",חיל הגנת הגבולות,F,20,מבועים,"בקרית איסוף יבשתי בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת סמל לדרגת סמ""ר לאחר מותה.",488.0,https://www.idf.il/נופלים/חללי-המלחמה/נועה-פרייס/,Staff sergeant Noa Prais
2023-10-07,אביעד גד כהן,"רס""ם (במיל')",חיל הגנת הגבולות,M,41,שלומית,חבר כיתת הכוננות ביישוב.,1033.0,https://www.idf.il/נופלים/חללי-המלחמה/אביעד-גד-כהן/,Sergeant major (res.) Aviad Gad Cohen
2023-10-07,ירין מארי פלד,"סמ""ר",אוגדת עזה,F,20,בארי,"חובשת בחטיבה צפונית. הועלתה מדרגת סמל לדרגת סמ""ר לאחר מותה.",420.0,https://www.idf.il/נופלים/חללי-המלחמה/ירין-מארי-פלד/,Staff sergeant Yarin Mari Peled
2023-10-08,נריה בן דוד,"סמ""ר",חיל ההנדסה הקרבית,M,22,חיפה,"מפקד כיתה בגדוד 603 שבחיל ההנדסה הקרבית. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",215.0,https://www.idf.il/נופלים/חללי-המלחמה/נריה-בן-דוד/,Staff sergeant Neria Ben David
2023-10-07,אמיר איל,סמל,חיל הגנת הגבולות,M,19,חיפה,"לוחם איסוף בגדוד 414 שבחיל הגנת הגבולות. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",473.0,https://www.idf.il/נופלים/חללי-המלחמה/אמיר-איל/,Sergeant Amir Eyal
2023-10-07,ישי פיטוסי,"סמ""ר",חטיבת גולני,M,21,טלמון,לוחם בגדוד 13 שבחטיבת גולני.,414.0,https://www.idf.il/נופלים/חללי-המלחמה/ישי-פיטוסי/,Staff sergeant Yishay Fitusi
2023-10-07,שהם בר,"סמ""ר",חטיבת גולני,M,21,אחוזת ברק,נגד לוגיסטיקה במפקדת חטיבת גולני.,693.0,https://www.idf.il/נופלים/חללי-המלחמה/שהם-בר/,Staff sergeant Shoham Bar
2023-10-07,נועם סלוטקי,"רס""ם (במיל')",עוצבת המפץ,M,31,ירושלים,"חובש קרבי בגדוד 221 שבחטיבת כרמלי. הועלה מדרגת רס""ר (במיל') לדרגת רס""ם (במיל') לאחר מותו.",27.0,https://www.idf.il/נופלים/חללי-המלחמה/נועם-סלוטקי/,Sergeant major (res.) Noam Slotki
2023-10-07,בועז מנשה יוגב,סמל,אוגדת עזה,M,19,טלמון,"טכנאי מערכות הגנה בחטיבה צפונית. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",1181.0,https://www.idf.il/נופלים/חללי-המלחמה/בועז-מנשה-יוגב/,Sergeant Boaz Menache Yoggev
2023-10-07,שחף ניסני,"סמ""ר",חיל הגנת הגבולות,F,20,אשקלון,"בקרית איסוף יבשתי בגדוד 414 שבחיל הגנת הגבולות. הועלתה מדרגת סמל לדרגת סמ""ר לאחר מותה.",486.0,https://www.idf.il/נופלים/חללי-המלחמה/שחף-ניסני/,Staff sergeant Shachaf Nesani
2023-10-07,איליי עדני,סרן,חטיבת הקומנדו,M,21,תל מונד,מפקד מחלקה ביחידת מגלן שבחטיבת הקומנדו. הועלה מדרגת סגן לדרגת סרן לאחר מותו.,1571.0,https://www.idf.il/נופלים/חללי-המלחמה/איליי-עדני/,Captain Elay Adany
2023-10-09,אופיר ירוחין,סמל,חטיבת גולני,M,19,גבעת שמואל,"לוחם בגדוד 13 שבחטיבת גולני. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",250.0,https://www.idf.il/נופלים/חללי-המלחמה/אופיר-ירוחין/,Sergeant Ofir Yeruchin
2023-10-11,איתי שלמה מורנו,"רס""ר (במיל')",חטיבת הקומנדו,M,24,אדרת,"לוחם ביחידת מגלן שבחטיבת הקומנדו. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",1271.0,https://www.idf.il/נופלים/חללי-המלחמה/איתי-שלמה-מורנו/,Master sergeant (res.) Itai Moreno
2023-10-11,מתניה אלסטר,"רס""ל (במיל')",חטיבת כרמלי,M,23,שדה אילן,"לוחם בגדוד 221 שבחטיבת כרמלי. הועלה מדרגת סמ""ר (במיל') לדרגת רס""ל (במיל') לאחר מותו.",196.0,https://www.idf.il/נופלים/חללי-המלחמה/מתניה-אלסטר/,Sergeant first class (res.) Matanya Alster
2023-10-07,אופק ארביב,"סמ""ר",חטיבת הצנחנים,M,21,בת ים,לוחם בגדוד 101 שבחטיבת הצנחנים.,256.0,https://www.idf.il/נופלים/חללי-המלחמה/אופק-ארביב/,Staff sergeant Ofek Arbib
2023-10-11,דניאל קסטיאל,"רס""ר (במיל')",חטיבת הקומנדו,M,24,בית שמש,"לוחם ביחידת מגלן שבחטיבת הקומנדו. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",1276.0,https://www.idf.il/נופלים/חללי-המלחמה/דניאל-קסטיאל/,Master sergeant (res.) Daniel Kastiel
2023-10-07,אמיר נעים,"רס""ן (במיל')",חיל הגנת הגבולות,M,27,ארז,"חבר בכיתת הכוננות ביישוב. הועלה מדרגת סרן (במיל') לדרגת רס""ן (במיל') לאחר מותו.",206.0,https://www.idf.il/נופלים/חללי-המלחמה/אמיר-נעים/,Major (res.) Amir Naim
2023-10-07,עומר וולף,סרן,חטיבת גולני,M,22,גבעת חיים (מאוחד),סגן מפקד פלוגה בגדוד 51 שבחטיבת גולני. הועלה מדרגת סגן לדרגת סרן לאחר מותו.,247.0,https://www.idf.il/נופלים/חללי-המלחמה/עומר-וולף/,Captain Omer Wolf
2023-10-07,ישי סלוטקי,"רס""ר",חטיבת עודד,M,24,באר שבע,"לוחם בגדוד 7006 שבחטיבת עודד. הועלה מדרגת רס""ל לדרגת רס""ר לאחר מותו.",28.0,https://www.idf.il/נופלים/חללי-המלחמה/ישי-סלוטקי/,Master sergeant (res.) Yishay Slotki
2023-10-07,מתן אברג׳יל,סמל,חטיבת גולני,M,19,חרמש,לוחם בגדוד 13 שבחטיבת גולני,535.0,https://www.idf.il/נופלים/חללי-המלחמה/מתן-אברג-יל/,Sergeant Matan Abargel
2023-10-07,עדו חוברה,"רס""ן (במיל')",חיל הגנת הגבולות,M,36,סופה,חבר בכיתת הכוננות ביישוב.,1176.0,https://www.idf.il/נופלים/חללי-המלחמה/עדו-חוברה/,Major (res.) Ido Hubara
2023-10-07,עידן ברוך,"רב""ט",חיל החינוך,M,20,בארי,"מש״ק הוראה בבה״ד החינוך. הועלה מדרגת טוראי לדרגת רב""ט לאחר מותו.",44.0,https://www.idf.il/נופלים/חללי-המלחמה/עידן-ברוך/,Corporal Edan Barukh
2023-10-07,שילה הר-אבן,"רס""ן",חטיבת גולני,M,25,עלמון,"מפקד פלוגה בגדוד 13 שבחטיבת גולני. הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.",416.0,https://www.idf.il/נופלים/חללי-המלחמה/שילה-הר-אבן/,Major Shilo Har-Even
2023-10-07,אור מזרחי,"סמ""ר",חיל הגנת הגבולות,M,20,רמת גן,"לוחם בגדוד 414 שבחיל הגנת הגבולות. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",484.0,https://www.idf.il/נופלים/חללי-המלחמה/אור-מזרחי-1/,Staff sergeant Or Mizrahi
2023-10-07,נטע בר עם,"סמ""ר",חיל הגנת הגבולות,M,21,חדרה,לוחם בגדוד 414 שבחיל הגנת הגבולות.,465.0,https://www.idf.il/נופלים/חללי-המלחמה/נטע-בר-עם/,Staff sergeant Neta Bar Am
2023-10-07,מארו אלם,"סמ""ר",חטיבת גולני,M,20,אשקלון,"לוחם בגדוד 51 שבחטיבת גולני. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",222.0,https://www.idf.il/נופלים/חללי-המלחמה/מארו-אלם/,Staff sergeant Maru Alem
2023-10-07,נהוראי לוי אמיתי,"סמ""ר",חטיבת גולני,M,20,רינתיה,מפקד כיתה בגדוד 13 שבחטיבת גולני.,479.0,https://www.idf.il/נופלים/חללי-המלחמה/נהוראי-לוי-אמיתי/,Staff sergeant Nehoray Levi Amitay
2023-10-07,אדיר אישטו בוגלה,"סמ""ר",חטיבת גולני,M,20,אריאל,"לוחם בגדוד 13 שבחטיבת גולני. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",475.0,https://www.idf.il/נופלים/חללי-המלחמה/אדיר-אישטו-בוגלה/,Staff sergeant Adir Eshto Bogale
2023-10-08,אלחנן מאיר קלמנזון,סרן (במיל'),חיל הגנת הגבולות,M,41,עתניאל,קצין במפקדת אוגדת יהודה ושומרון.,59.0,https://www.idf.il/נופלים/חללי-המלחמה/אלחנן-מאיר-קלמנזון/,Captain (res.) Elhanan Meir Kalmanson
2023-10-08,בנימין (בנג׳י) טרקינסקי,"רס""ן",עוצבת סער מגולן (7),M,32,תל אביב,"קצין אג""ם בעוצבת 'סער מגולן' (7).",138.0,https://www.idf.il/נופלים/חללי-המלחמה/בנימין-בנג-י-טרקינסקי/,Major Benjamin Trakeniski
2023-10-07,גלי רועי שקותאי,"סמ""ר","חטיבת הנח""ל",M,21,צופר,"לוחם בסיירת הנח""ל. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",242.0,https://www.idf.il/נופלים/חללי-המלחמה/גלי-רועי-שקותאי/,Staff sergeant Gali Roy Shakotai
2023-10-07,נדב ביטון,"סמ""ר",חטיבת כפיר,M,20,אופקים,לוחם בגדוד 90 שבחטיבת כפיר.,712.0,https://www.idf.il/נופלים/חללי-המלחמה/נדב-ביטון/,Staff sergeant Nadav Biton
2023-10-07,שוהם שלמה נידם,סמל,חטיבת גולני,M,19,קרית שמונה,"טכנאי בגדוד 13 שבחטיבת גולני. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",1284.0,https://www.idf.il/נופלים/חללי-המלחמה/שוהם-שלמה-נידם/,Sergeant Shuham Shlome Nidam
2023-10-09,יותם הלל,סמל,"חטיבת הנח""ל",M,19,ברקת,"לוחם בסיירת הנח""ל. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",1187.0,https://www.idf.il/נופלים/חללי-המלחמה/יותם-הלל/,Sergeant Yotam Hillel
2023-10-07,דור לזימי,"סמ""ר",חטיבת גולני,M,21,כפר תבור,מפקד כיתה בגדוד 13 שבחטיבת גולני.,477.0,https://www.idf.il/נופלים/חללי-המלחמה/דור-לזימי/,Staff sergeant Dor Lazimi
2023-10-08,ליאון בר (בן מוחה),"אל""ם (במיל')",אוגדת יהודה ושומרון,M,53,גדרה,"קצין בכיר באוגדת איו""ש.",401.0,https://www.idf.il/נופלים/חללי-המלחמה/ליאון-בר-בן-מוחה/,Colonel (res.) Lion Bar
2023-10-07,ענר אליקים שפירא,"סמ""ר","חטיבת הנח""ל",M,22,ירושלים,"לוחם בסיירת נח""ל, חטיבת הנח""ל.",744.0,https://www.idf.il/נופלים/חללי-המלחמה/ענר-אליקים-שפירא/,Staff sergeant Aner Elyakim Shapiro
2023-10-07,שלמה רשטניקוב,"סמ""ר",חטיבת גולני,M,20,חיפה,"לוחם בגדוד 51, חטיבת גולני.",492.0,https://www.idf.il/נופלים/חללי-המלחמה/שלמה-רשטניקוב/,Staff sergeant Shlomo Reshetnikov
2023-10-07,דניאל בזגודוב,"סמ""ר","חטיבת הנח""ל",M,22,עפולה,"לוחם בסיירת נח""ל, חטיבת הנח""ל.",216.0,https://www.idf.il/נופלים/חללי-המלחמה/דניאל-בזגודוב/,Staff sergeant Daniel Bezgodov
2023-10-07,אברהם חננאל הנדי,סרן (במיל'),חיל הגנת הגבולות,M,37,כפר עזה,"סגן רבש""ץ בכפר עזה.",311.0,https://www.idf.il/נופלים/חללי-המלחמה/אברהם-חננאל-הנדי/,Captain (res.) Avraham Hananel Hindi
2023-10-07,נחמן דקל,סמל,"חטיבת הנח""ל",M,20,עמנואל,"לוחם בגדוד 50, חטיבת הנח""ל. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",221.0,https://www.idf.il/נופלים/חללי-המלחמה/נחמן-דקל/,Sergeant Nahman Dekel
2023-10-07,אורי כרמי,"סמ""ר",חטיבת גולני,M,20,ראשון לציון,"לוחם בגדוד 13, חטיבת גולני. הועלה מדרגת סמ""ל לדרגת סמ""ר לאחר מותו.",476.0,https://www.idf.il/נופלים/חללי-המלחמה/אורי-כרמי/,Staff sergeant Ori Karmi
2023-10-07,בנימין בלאי,"סמ""ר",חטיבה דרומית,M,20,רחובות,"נהג בחטיבה הדרומית. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",374.0,https://www.idf.il/נופלים/חללי-המלחמה/בנימין-בלאי/,Staff sergeant Benyamin Belay
2023-10-07,איתי אברהם רון,"סמ""ר",חטיבת גולני,M,20,נס ציונה,לוחם בגדוד 13 שבחטיבת גולני.,1606.0,https://www.idf.il/נופלים/חללי-המלחמה/איתי-אברהם-רון/,Staff sergeant Itay Avraham Ron
2023-10-07,חיים ישורון כצמן,"רס""ר (במיל')",חיל הגנת הגבולות,M,32,חולית,"חבר כיתת הכוננות ביישוב. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",274.0,https://www.idf.il/נופלים/חללי-המלחמה/חיים-ישורון-כצמן/,Master sergeant (res.) Hayim Yeshurun Katsman
2023-10-07,רואי חיים גורי,"סמ""ר",חטיבת גולני,M,21,אופקים,"לוחם בסיירת חטיבת גולני. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",983.0,https://www.idf.il/נופלים/חללי-המלחמה/רואי-חיים-גורי/,Staff sergeant Roi Haim Guri
2023-10-07,גיא אדמוני,סרן,אגף המודיעין,M,25,כפר עזה,קצין באגף המודיעין.,288.0,https://www.idf.il/נופלים/חללי-המלחמה/גיא-אדמוני/,Captain Guy Admoni
2023-10-07,ים גולדשטיין אלמוג,"סמ""ר",אגף התקשוב,F,20,כפר עזה,"מפקדת כיתת טירונים בבה""ד 7, אגף התקשוב. הועלתה מדרגת סמל לדרגת סמ""ר לאחר מותה.",307.0,https://www.idf.il/נופלים/חללי-המלחמה/ים-גולדשטיין-אלמוג/,Staff sergeant Yam Almog Goldstein
2023-10-07,תומר ליבוביץ,סמל,עוצבת סער מגולן (7),M,19,תל אביב,"לוחם שריון בגדוד 75 שבעוצבת 'סער מגולן' (7). הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",429.0,https://www.idf.il/נופלים/חללי-המלחמה/תומר-ליבוביץ/,Sergeant Tomer Leibovitz
2023-10-07,נוי שוש,"רס""ן (במיל')",עוצבת יפתח,M,36,בארי,"מפקד פלוגת טנ""א בגדוד 8112 בחיל השיריון.",129.0,https://www.idf.il/נופלים/חללי-המלחמה/נוי-שוש/,Major Noy Shosh
2023-10-07,גיל בויום,"רס""ב (במיל')",חיל הגנת הגבולות,M,55,בארי,חבר כיתת כוננות ביישוב.,54.0,https://www.idf.il/נופלים/חללי-המלחמה/גיל-בויום/,Warrant officer (res.) Gil Bowom
2023-10-07,שחף ברגשטיין,"רס""ם (במיל')",חטיבת עציוני,M,33,כפר עזה,"לוחם בגדס""ר 6408 שבחטיבת עציוני. הועלה מדרגת רס""ר (במיל') לדרגת רס""ם (במיל') לאחר מותו.",296.0,https://www.idf.il/נופלים/חללי-המלחמה/שחף-ברגשטיין/,Sergeant major (res.) Shahaf Bergsten
