date,text
2024-01-15 23:06:18,"מטוס קרב של חיל האוויר תקף לפני זמן קצר תשתית מבצעית של ארגון הטרור חיזבאללה במרחב מארון א-ראס שבדרום לבנון.

מוקדם יותר היום שוגרו מספר מיירטים לעבר מטרות אוויריות חשודות בשטח לבנון במרחבים יארון ורמיש, האירועים הסתיימו.

מצורף תיעוד מתקיפת התשתית המבצעית:"
2024-01-16 00:00:12,"כעשרים חשודים בהם מספר חמושים, הגיעו לפני זמן קצר משטח מצרים למרחב הגבול סמוך לפתחת ניצנה.
לוחמי צה""ל שפעלו במרחב פתחו באש לעבר  החמושים, זוהו מספר פגיעות."
2024-01-16 05:59:22,"מצורפת הודעת דובר צה""ל בנושא שמו של חלל צה״ל אשר הודעה נמסרה למשפחתו: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:


בנוסף, בקרב בו נפל רס״ל (מיל׳) ניצן שסלר ז״ל, נפצע באורח קשה לוחם מילואים בגדוד 7155, עוצבת ׳חוד החנית׳ (55).

כמו כן, לוחם בגדוד ההנדסה 603, עוצבת ׳סער מגולן׳ (7), נפצע אתמול באורח קשה בקרב בדרום רצועת עזה."
2024-01-16 08:23:03,"במרחב בית לאהיה, לוחמי צוות קרב חטיבה 401 איתרו כ-100 מתקני רקטות וכ-60 רקטות מוכנות לשיגור. הלוחמים חיסלו עשרות מחבלים במהלך הקרבות.

בצפון שאטי, שיתוף הפעולה המבצעי, בין חיל האוויר לבין לוחמי צוות קרב חטיבה 5 אשר הכווינו כלי טיס ומסוק קרב, הביא לחיסול תשעה מחבלים.

במרחב חאן יונס לוחמי צוות קרב חטיבה 7 הכווינו מספר כלי טיס לחיסול מחבלים שזוהו במרחב וכן מסוק קרב שהשמיד אמצעי תצפית שסיכן את כוחותינו.

עוד במרחב חאן יונס, לוחמי צוות קרב חטיבת הצנחנים זיהו מחבל חמוש בקרבת הכוחות וחיסלו אותו. זמן קצר לאחר מכן זוהה מחבל נוסף באותו המבנה שחוסל גם הוא באמצעות ירי טנקים של צוות הקרב.

מצורף תיעוד של מתקני הרקטות שאותרו על ידי לוחמי חטיבה 401: 

מצורף תיעוד מתקיפות צה""ל בשטח הרצועה: 

מצורף תיעוד מפעילות כוחות צה""ל בשטח הרצועה: 

מצורפות תמונות מפעילות כוחות צה""ל בשטח הרצועה:"
2024-01-16 08:58:52,"כלי טיס של חיל האוויר תקף במהלך הלילה משגר נ""ט של ארגון הטרור חיזבאללה במרחב הכפר כילא שבדרום לבנון. כמו כן, כוחות מיוחדים של צה""ל תקפו במהלך הלילה להסרת איום שזוהה במרחב עיתא א-שעב.

בהמשך להתרעה על חדירת כלי טיס עוין בצפון הארץ, מדובר בזיהוי שווא.

מצורף תיעוד מהתקיפות:"
2024-01-16 10:55:11,"הם פועלים 20 שנה, אבל כנראה שאף פעם לא שמעתם עליהם:"
2024-01-16 11:38:42,"לוחמי צה""ל, שב""כ ומג""ב עצרו הלילה 27 מבוקשים ברחבי יהודה ושומרון ובחטיבת הבקעה והעמקים.

הלוחמים פעלו בעיר רמאללה למיפוי ביתו של המחבל שביצע את פיגוע הירי בסמוך לצומת המשטרה הבריטית ב-07.01. 

במבצע גדודי בכפר אדנא שבחטיבת יהודה, ממנו יצאו שלושת המחבלים לפיגוע ביישוב אדורה ביום שישי האחרון, תחקרו לוחמי צה״ל ושב״כ עשרות חשודים. הכפר עודנו מכותר, כוחות צה""ל פועלים בימים האחרונים לסיכול טרור בכפר ומתגברים צירים במרחב.

בפעילות בוואדי אל עראיס שבחטיבת עציון איתרו והחרימו הלוחמים אמצעי לחימה רבים.

בנוסף, לוחמי צה״ל ושב״כ פעלו אתמול בכפר בני נעים לאחר הפיגוע בעיר רעננה לתחקור עשרות חשודים בכפר, ועצרו שני מבוקשים.

המבוקשים שנעצרו ואמצעי הלחימה שהוחרמו הועברו להמשך טיפול כוחות הביטחון. אין נפגעים לכוחותינו."
2024-01-16 12:00:12,"""אנחנו מוכנים יותר ממה שהיינו אי פעם, להיום בלילה אם נצטרך"":"
2024-01-16 12:53:22,"מצורפת הודעת דובר צה""ל בנושא שמו של חלל צה״ל אשר הודעה נמסרה למשפחתו: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:"
2024-01-16 13:38:04,"צה""ל השלים לפני זמן קצר תקיפה משולבת של מטרות רבות של ארגון הטרור חיזבאללה במרחב ואדי סלוקי שבדרום לבנון באמצעות מטוסי קרב וארטילריה.

תוך זמן קצר הושלמה תקיפה לעבר עשרות עמדות, מבנים צבאיים ותשתיות אמצעי לחימה של ארגון הטרור חיזבאללה. 

חיזבאללה עושה שימוש נרחב במרחב הואדי לצרכי טרור, והטמין באיזור המיוער עשרות אמצעים ותשתיות טרור של הארגון שכוונו לפגוע באזרחים ובחיילים.

מצורף תיעוד מתקיפות ארטילריות בגבול לבנון: 

מצורף סינק של ראש ענף אש יבשתית בפיקוד צפון, סגן-אלוף י': 

מצורף סינק של מפקד סוללה בתותחנים, רב-סרן (מיל') ד': 

מצורפות אינפוגראפיקות בנושא:"
2024-01-16 15:09:23,"מאחורי יריות התותח, יש צוות שגר מעל ל-100 יום יחד, ומגלה:
איך הופכים טנק לדירת שותפים?"
2024-01-16 17:00:17,"תוך איתור אמל""ח, תחמושת, והשמדת מצלמות תצפית:"
2024-01-16 20:01:03,"מפקד פיקוד המרכז חתם אתמול (ב'), 15 בינואר 2024, על צו החרמה והריסה לבית המחבל חסן קאפישה בחברון. המחבל, יחד עם שני מחבלים נוספים, ביצע את פיגוע הירי במחסום המנהרות ב-16 בנובמבר 2023, בו נפל לוחם צה""ל רב""ט אברהם פטנה ז""ל. הצו הוצא לאחר שנדחתה ההשגה שהגישה משפחת המחבל.

מפקד פיקוד המרכז חתם בשבוע שעבר על צווי החרמה והריסה גם לשני המחבלים הנוספים שביצעו את הפיגוע."
2024-01-16 20:01:08,מתחת לציר צאלח א-דין החוצה את רצועת עזה בין הצפון לדרום:
2024-01-17 05:58:14,"מצורפת הודעת דובר צה""ל בנושא שמותיהם של שני חללי צה״ל אשר הודעה נמסרה למשפחותיהם: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:


בנוסף, לוחם במילואים בגדוד 52, עוצבת עקבות הברזל (401), נפצע באורח קשה בקרב בצפון רצועת עזה.

כמו כן, חובש קרבי במילואים בגדס""ר 6261, חטיבה 261, נפצע באורח קשה בעוטף עזה."
2024-01-17 07:51:22,"הודעה משותפת לדובר צה""ל ודוברות שב""כ:



בפעילות משותפת של צה""ל ושב״כ חוסלה מהאוויר חוליית מחבלים, בראשה עמד עבדאללה אבו שלאל. 

החולייה חוסלה סמוך למחנה בלאטה בשכם שבחטיבת שומרון, והייתה אחראית על אחת מתשתיות הטרור המרכזיות ביהודה ושומרון.

עבדאללה, אשר עמד בראש החולייה, היה אחראי על מספר פיגועים שבוצעו בשנה האחרונה, ביניהם, פיגוע הירי בשכונת שמעון הצדיק בירושלים באפריל האחרון בו נפצעו שני אזרחים ישראלים. בנוסף היה אחראי על פיגוע מטען כנגד כוחות צה״ל באוקטובר האחרון בו נפצע חייל צה״ל.

החוליה חוסלה מהאוויר בעקבות מידע מודיעי שהתקבל בשב״כ לגבי כוונותם של עבדאללה וחברי החוליה לבצע פיגוע בטווח הזמן המיידי. לאחר החיסול, ברכבם של החוליה נמצאו אמצעי לחימה.

תשתית הטרור במחנה בלאטה שבשכם בהובלתו של עבדאללה, קיבלה מימון והכוונה מגורמים באיראן בשיתוף מפקדות הטרור ברצועת עזה ובחו""ל.

מצורף תיעוד מהחיסול:   

מצורפת תמונת אמצעי הלחימה שאותרו ברכב החוליה:"
2024-01-17 08:41:44,"צה""ל חיסל באמצעות כלי טיס של חיל האוויר ובשיתוף שב""כ את בלאל נופל, ששימש כאחראי על חקירת חשודים בריגול נגד חמאס במרחב דרום הרצועה. נופל לקח חלק בפיתוח שיטות התחקור והלמידה של הארגון. חיסולו מהווה פגיעה ביכולות הלמידה וההתעצמות של ארגון הטרור.

לאחר זיהוי שיגורי רקטות לעבר העיר נתיבות אתמול (ג'), איתרו לוחמי צוות הקרב של חטיבה 646 את מתחם השיגורים ובו נמצאו שלושה משגרים של עשרה קנים, חלקם טעונים ברקטות. 
הלוחמים השמידו את המתחם ואת המשגרים שבו.

בחאן יונס לוחמי צוות הקרב החטיבתי 7 זיהו שלושה מחבלים בורחים למבנה לאחר שירו פצצות מרגמה לעבר הכוחות, הלוחמים הכווינו מסוק קרב שתקף וחיסל את שלושת המחבלים.

בפאתי שייח׳ עג׳לין שבמרכז רצועת עזה כוחות צוות הקרב החטיבתי 179 זיהו שני מחבלים, הלוחמים הכווינו כלי טיס של חיל האוויר שתקף וחיסל את שני המחבלים. בנוסף כוחות צוות הקרב איתרו אמצעי לחימה רבים במרחב.

כוחות זרוע הים תקפו אמש מספר מטרות מבצעיות של ארגון הטרור חמאס ברצועת עזה כחלק מהסיוע לכוחות צה״ל המתמרנים ביבשה. 

מצורף תיעוד מתקיפות זרוע הים ברצועת עזה: 

מצורפת תמונת המשגרים מהם שוגרו הרקטות לנתיבות אתמול (ג'): 

מצורפות תמונות מפעילות הכוחות ברצועת עזה:"
2024-01-17 08:53:15,"היום (ד') משעות הבוקר עד שעות הערב יתקיים תרגיל צבאי בשמי העיר אילת, בו טיסן צבאי יטוס במרחב העיר לצורך בדיקה שגרתית ע""י צה""ל.
הפעולה מתואמת עם גורמי הביטחון במרחב."
2024-01-17 09:44:18,"איך מגנים על הלוחמים מלמעלה?
טייס אפאצ'י מספר לנו על הקרבות בעזה - כל הדרך מהקוקפיט"
2024-01-17 10:39:30,"אנחנו על ה-MapIt:
המפה שעושה סדר בשדה הקרב בעזה - בזמן אמת"
2024-01-17 12:41:50,"החל משעות הבוקר צה""ל תקף מטרות בשטח לבנון. 

מטוסי קרב של חיל האוויר תקפו לפני זמן קצר תשתיות טרור ומבנים צבאיים של ארגון הטרור חיזבאללה במרחב חולה שבלבנון.

טנק של צה""ל ירה להסרת איום שזוהה במרחב עיתא א-שעב שבלבנון. בנוסף כוחות ארטיליריה ירו ירי להסרת איום למרחב א- דהירה.

לוחמי צה""ל תקפו מבנה צבאי במרחב מרווחין בעקבות זיהוי חוליית טרור.

כמו כן זוהה שיגור של טיל נ""ט משטח לבנון לעבר מרחב גלדיולה, כוחות צה""ל תקפו את מקורות הירי.

מצורף תיעוד מהתקיפות:"
2024-01-17 14:25:48,"הכוחות החלו במבצע לסיכול טרור במחנה הפליטים טולכרם בפיקוד חטיבת מנשה. הכוחות סורקים מבנים, מתחקרים עשרות חשודים ועוצרים מבוקשים. עד כה נעצרו שבעה מבוקשים וכלי הנדסה חשפו עשרות מטענים שהוטמנו מתחת לכבישים שנועדו לפגיעה בכוחותינו. 

במהלך הפעילות הושלכו מטענים ובוצע ירי לעבר כוחותינו שהשיבו בירי. כלי טיס בהכוונת יחידה 636 תקף חוליית מחבלים חמושה שירתה והשליכה מטענים וסיכנה את כוחותינו, חוסלו מספר מחבלים. הפעילות עודנה ממשיכה.

במהלך הפעילות בטול כרם נפצע מירי לוחם במילואים באורח קשה. הלוחם פונה לקבלת טיפול רפואי בבית החולים, משפחתו עודכנה.

בכפר בני נעים שבחטיבת יהודה מיפו הלוחמים את שני בתי המחבלים שביצעו את הפיגוע ברעננה ותיחקרו חשודים רבים. 

בכפר בית ענאן שבחטיבת בנימין הכוחות החרימו ציוד ואטמו בית דפוס שהדפיס חומרי תעמולה עבור ארגון הטרור חמאס.



החשודים שנעצרו הועברו להמשך חקירת כוחות הביטחון. 

מצורפות תמונות מפעילות לוחמי צה""ל: 

מצורפות תמונות מאיטום בית הדפוס בחטיבת בנימין: 

מצורפות תמונות ממיפוי בתי המחבלים שביצעו את הפיגוע ברעננה:  

מצורף תיעוד מתקיפת חוליית המחבלים: 

מצורף תיעוד מפעילות הכוחות ברחבי יהודה ושומרון:"
2024-01-17 18:00:43,"מצורפת הודעת דובר צה""ל בנושא שמותיהם של שני חללי צה״ל אשר הודעה נמסרה למשפחותיהם: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:


בנוסף, בקרב בו נפל סמ״ר אוריה איימלק גושן ז״ל, נפצעו לוחם וקצין לוחם בסיירת גבעתי באורח קשה.

כמו כן, בתאונת הדרכים בה נפל רס״ר (מיל׳) אנואר סרחאן ז״ל, נפצע לוחם במילואים בגדוד 910, חטיבה מרחבית עציון, באורח קשה.

הפצועים פונו לקבלת טיפול רפואי בבית החולים ומשפחותיהם עודכנו."
2024-01-17 19:45:31,"במהלך היום זוהו מספר שיגורים מלבנון לעבר ישראל. אחת מחוליות השיגור שמנתה מספר מחבלים ושיגרה רקטות לעבר ראש הנקרה, זוהתה מיד לאחר השיגור על ידי כלי טיס שעקב אחריה ותקף אותה. 

בהמשך, מטוסי קרב של חיל האוויר תקפו מספר משגרים פעילים ותשתיות טרור בדרום לבנון. בין המשגרים שהושמדו נמנה המשגר שממנו בוצע הירי למרחב הר דב מוקדם יותר היום, וכן משגר שהושמד טרם ביצוע ירי במרחב אלחיאם שבלבנון. 

זאת בנוסף לתקיפות ארטילריה של צה""ל במרחבים נוספים בדרום לבנון.

מצורף תיעוד מתקיפות צה""ל בלבנון:"
2024-01-17 20:07:41,"הרמטכ""ל בתרגיל מילואים בצפון:"
2024-01-17 20:18:09,"כלי טיס של חיל האוויר בשיתוף מרכז האש של אוגדת עזה חיסל מחבלים שניסו לירות פצצות מרגמה לעבר כוחותינו בדיר אל בלח. המחבלים שהו במרחב ממנו בוצע ירי רקטי במהלך השבוע האחרון.

ברפיח, מטוס קרב של חיל האוויר תקף עמדת שיגור ממנה זוהה ירי שכוון לשטח מדינת ישראל היום בשעות הבוקר.

מצורף תיעוד מתקיפת המחבלים:"
2024-01-18 08:38:06,"אתמול (ד'), נמסרה הודעה על כוונת צה""ל להחרים ולהרוס את הדירה בה התגורר המחבל חאלד אלמוחתסב.

המחבל ביצע ב-12 באוקטובר 2023 פיגוע ירי בסמוך לתחנת המשטרה ""שלם"" בעיר ירושלים. בפיגוע נפצעו שני שוטרים באורח אנוש וקל. 

באפשרות משפחת המחבל להגיש השגה נגד הכוונה להריסת הדירה."
2024-01-18 08:45:45,"בחאן יונס, הלוחמים הפועלים במרחב חיסלו ביממה האחרונה כ-40 מחבלים. בהכוונה מודעינית, לוחמי יחידת אגוז פשטו על בית מחבל ואיתרו בו עשרה רימונים, רובה מסוג קלאצ׳ניקוב, ציוד צבאי ואמצעים טכנולוגיים. עוד אותרו במרחב חאן יונס מחסניות, רימונים, רובים מסוג קלאצ׳ניקוב ומפות על ידי הכוחות.
לוחמים מצוות הקרב של חטיבה 7 חיסלו ארבעה מחבלים שהתקדמו לעברם באמצעות ירי טנק.

בצפון הרצועה, צוות הקרב החטיבתי 5 חיסל באמצעות כוח שריון שני מחבלים חמושים ששהו במארב כנגד כוחותינו. כמו כן, בוצעו מספר תקיפות מהאוויר באמצעות כלי טיס שתקף וחיסל מחבלים חמושים שהיוו איום על הכוחות, חלקם פעלו בסמוך לבית ספר בגזרה.

במרחב שכונת צברא, לוחמים מצוות קרב חטיבה 179 איתרו מטענים נגד טנקים, מטולי RPG, ציוד צבאי ואמצעים טכנולוגיים.

בפעילות בצפון הרצועה, מכלול האש של חטיבת יפתח זיהה מחבלים ממלכדים רכב ונכנסים למבנה המוכר כשייך לפעילות גא""פ. זמן קצר לאחר מכן, בעת שיצא אחד מהמחבלים מהמבנה, כלי טיס של חיל האוויר תקף את המחבל וחיסל אותו. בהמשך, בוצע ירי לעבר הרכב, וההדף שיצר הפיצוץ מעיד על היותו של הרכב כרכב ממולכד.

מצורפות תמונות של אמצעי הלחימה שאותרו על ידי הלוחמים: 

מצורף תיעוד מתקיפות צה""ל ברצועה: 

מצורפות תמונות מפעילות כוחות צה""ל בשטח הרצועה:"
2024-01-18 12:30:04,"פשיטה על משרדי מפקדי חמאס ואיתור אמל""ח ומסמכים מודיעיניים:
כך נראית הלחימה של צק""ח גבעתי - במרחב הדרומי ביותר בחאן יונס"
2024-01-18 12:30:45,"מטוסי קרב של חיל האוויר תקפו לפני זמן קצר תשתיות טרור של ארגון הטרור חיזבאללה במרחב אל עדייסא שבדרום לבנון.

בנוסף צה""ל תקף מוקדם יותר היום במרחבים כפר כילא ומרג' עיון שבדרום לבנון.

כמו כן, זוהו מוקדם יותר היום שני שיגורים משטח לבנון לעבר מרחב ערב אל עראמשה שנפלו בשטחים פתוחים.

מצורף תיעוד מהתקיפות:"
2024-01-18 14:30:15,"בהמשך להתרעה במרחב העיר אילת, שוגר מיירט לפני זמן קצר במרחב הים האדום לעבר מטרה אווירית חשודה שהייתה בדרכה לשטח ישראל. התרעה על ירי רקטות וטילים הופעלה במרחב העיר אילת בעקבות שיגור המיירט. האירוע הסתיים ואין חשש לאירוע בטחוני."
2024-01-18 14:30:34,"לוחמי צה""ל במילואים, שב""כ, ימ״ס ומג""ב ממשיכים לפעול במבצע לסיכול טרור במחנה טול כרם בפיקוד חטיבת מנשה מעל ל35 שעות, הלוחמים ממשיכים לפעול בעיר גם בשעה זו.

עד כה, במהלך המבצע כלי הנדסה חשפו עשרות מטענים שנחשפו לאחר שהוטמנו מתחת לכבישים במטרה לפגוע בכוחותינו, בנוסף עד כה הלוחמים סרקו מאות מבנים, עצרו מעל 15 מבוקשים ואיתרו נשקים רבים, אמצעי לחימה, ציוד צבאי רב ומטענים שהושמדו. במהלך הסריקות איתרו הלוחמים והשמידו מעבדת מטענים וחמ״ל תצפיות.

במהלך הפעילות, הלוחמים ניהלו חילופי אש והיתקלויות עם מחבלים חמושים שירו והשליכו מטענים. עד כה חוסלו לפחות שמונה מחבלים, חלקם מתקיפה אווירית. 

במקביל למבצע, עצרו הלילה הלוחמים 21 מבוקשים ברחבי יהודה ושומרון. במחנה אלערוב שבחטיבת עציון נעצרו 10 מבוקשים ובכפר חרמלה שבגזרת החטיבה תוחקרו עשרות חשודים. בכפר ראס עטיה שבאפרים איתרו הלוחמים אמצעי לחימה. בעיר קלקיליה שבגזרת החטיבה נפצע לוחם מג""ב ממטענים שהופעלו לעברו ופונה לקבלת טיפול רפואי בבית חולים, משפחתו עודכנה.
בעיר חברון איתרו הלוחמים אמצעי לחימה רבים ודגלים של ארגון הטרור חמאס.

עד כה נעצרו מתחילת המלחמה כ-2,700 מבוקשים ברחבי אוגדת יהודה ושומרון וחטיבת הבקעה והעמקים, מעל ל-1,300 מהם משויכים לארגון הטרור חמאס.

מצורפות תמונות של אמצעי הלחימה שהוחרמו ברחבי יהודה ושומרון: 

מצורף תיעוד מפעילות כוחות צה""ל ברחבי יהודה ושומרון:  

מצורף תיעוד של אמצעי לחימה שאותרו בתוך רכב ועמדת ירי בטול כרם:  

מצורפות תמונות מפעילות כוחות צה""ל ברחבי יהודה ושומרון:"
2024-01-18 14:49:19,"בהמשך להתרעה במרחב העיר אילת, מדובר בזיהוי שווא. התרעה על ירי רקטות וטילים הופעלה בעקבות שיגור המיירט."
2024-01-18 17:00:02,מעל ומתחת לקרקע:
2024-01-18 17:57:40,"מג'דרה לחימום בשטח ומנ""ק לכל המחלקה:
עוד מנות חדשות ושדרוגים לתפריט הכוחות בעזה"
2024-01-18 18:05:06,"""לנו מובן מה קרה פה, אבל לאנשים בחו""ל - זה לא ברור"":
הקצינה שמציגה את ""סרט הזוועות"" לעולם - במסר ישיר מלונדון"
2024-01-18 20:06:33,"מטוסי קרב של חיל האוויר תקפו מוקדם יותר היום תשתית טרור ועמדת שיגור של ארגון הטרור חיזבאללה במרחבים עיתרון ואל עדייסא שבדרום לבנון. 

בנוסף, כוחות צה״ל תקפו במהלך היום מספר עמדות שיגור של ארגון הטרור חיזבאללה, ביניהן מבנה ממנו בוצע ירי נ״ט לעבר מרחב מנרה אתמול (ד׳).

כמו כן, זוהו במהלך היום מספר שיגורים לעבר המרחבים שתולה, מלכיה, מנרה והר דב. צה""ל תקף את מקורות הירי.

מצורף תיעוד התקיפות:"
2024-01-19 05:57:43,"מצורפת הודעת דובר צה""ל בנושא שמו של חלל צה״ל אשר הודעה נמסרה למשפחתו: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:


בנוסף, לוחם במילואים בגדוד 6646, עוצבת ׳שועלי המרום׳ (646) ולוחם במילואים בגדוד 7810, חטיבת ׳יפתח׳ (11), נפצעו באורח קשה בקרבות שונים במרכז רצועת עזה.

כמו כן, לוחם במילואים בגדוד 87, חטיבת ׳המחץ׳ (14), נפצע קשה בקרב בצפון רצועת עזה. 

הלוחמים פונו לקבלת טיפול רפואי בבית חולים, משפחותיהם עודכנו."
2024-01-19 09:37:42,"הודעה משותפת לדובר צה""ל ולדוברות שב""כ:



לוחמי צה""ל ממשיכים לפעול בשטח רצועת עזה בתיאום עם כוחות חיל האוויר שמבצעים תקיפות מדויקות בהכוונת הלוחמים.
לוחמי זרוע הים מסייעים לכוחות המתמרנים ותוקפים באש מהים.

אתמול (ה') חוסל ואא׳ל אבו פנונה, סגן ראש מערך ההסברה של ארגון הג'יהאד האיסאלמי הפלסטיני, במסגרת תקיפה של חיל האוויר, בהובלת פיקוד הדרום ובהכוונה של אגף המודיעין ושב""כ.

ואא׳ל אבו פנונה, היה סגן ראש מערך ההסברה של ארגון הג'יהאד האיסאלמי הפלסטיני. במסגרת עיסוקו, שימש בעבר כסייען של ח׳ליל בהתיני, מפקד מרחב צפון הרצועה של הג'יהאד האיסאלמי הפלסטיני והחל משנת 2017 קודם לתפקיד סגן ראש מערך ההסברה של הארגון. 
אבו פנונה היה אחראי להוצאת הסרטונים של ארגון הטרור בכל הנוגע למטחי ירי לעבר שטח ישראל ועל יצירת והפצת תיעודי חטופים כחלק מהלוחמה הפסיכולוגית של ארגוני הטרור בעזה נגד תושבי ישראל.
 
במרחב מרכז רצועת עזה, פעלו לוחמי צה""ל מחטיבה 179.
במסגרת הפעילות מחבלים ביצעו ירי RPG לעבר הכוחות. בהמשך, סרקו הלוחמים את המרחב ואת המבנה בו פעלה חוליית המחבלים ואיתרו מטולי RPG, נשקי קלאנצ׳ניקוב וציוד צבאי.

במרחב צפון רצועת עזה, לוחמי צוות הקרב של חטיבה 5 חיסלו מספר מחבלים חמושים בהיתקלויות שארעו לכוחות במרחב צפון רצועת עזה ביממה האחרונה. הלוחמים תקפו וחיסלו את המחבלים בסיוע ירי טנקים וכן בהכוונת כלי טיס של חיל האוויר.

מצורף תיעוד מתקיפות צה""ל ברצועה: 

מצורף תיעוד מחיסול סגן ראש מערך ההסברה של ארגון הג'יהאד האיסאלמי הפלסטיני: 

מצורפות תמונות מפעילות כוחות צה""ל ברצועה: 

מצורפות תמונות מאמצעי הלחימה שאותרו במרכז הרצועה: 

מצורפת תעודת זהות של ואא׳ל אבו פנונה:"
2024-01-19 11:30:12,"לוחמי צה""ל במילואים, מג״ב, ימ״ס ושב״כ בפיקוד חטיבת מנשה פעלו במבצע נרחב לסיכול טרור במרחב מחנה טול-כרם.

במהלך המבצע כלי הנדסה חשפו עשרות מטענים שהוטמנו מתחת לכבישים על מנת לפגוע בלוחמים. 

הכוחות סרקו כ-1,000 מבנים ותחקרו מאות חשודים, מתוכם נעצרו למעלה 37 מבוקשים, חלקם בכירים בתשתית הטרור של טול כרם.

הלוחמים איתרו והשמידו למעלה מ-400 מטענים, החרימו 27 נשקים וציוד צבאי רב והשמידו חמש מעבדות לייצור מטענים וארבעה חמ״לי תצפיות. 

כחלק מהמבצע, כלי טיס בהכוונת יחידה 636 חיסל חולייה של ארבעה מחבלים שירו והשליכו מטענים לעבר כוחות צה""ל וסיכנו אותם. 
הלוחמים חיסלו מספר מחבלים.

בתחילת המבצע (יום ד׳), הותר לפרסום כי לוחם מילואים נפצע באורח קשה מירי המחבלים. 
לוחמי הגדוד של הלוחם הגיעו אל המחבלים בהמשך המבצע חיסלו את חלקם בהתקלות ועצרו את חלקם. על המחבלים שנעצרו אותרו ארבעה נשקים ומחסניות.

מצורפות תמונות אמצעי הלחימה שהוחרמו: 

מצורפות תמונות מפעילות הכוחות: 

מצורף תיעוד מפעילות הכוחות וסינק של קצין בחפ״ק מג״ד בגדוד 420: 

מצורף תיעוד של כלל אמצעי הלחימה והציוד הצבאי שהוחרם במבצע: 

מצורף תיעוד מאיתור מעבדה להכנת מטענים:"
2024-01-19 12:50:18,"הרמטכ״ל קיים הערכת מצב ברצועת עזה עם מפקד פיקוד הדרום, אלוף ירון פינקלמן, ראש אגף כוח-האדם, אלוף יניב עשור ומפקד אוגדה 99, תת-אלוף ברק חירם ושוחח עם מפקדי האוגדה. 

מצורפות תמונות בנושא: 

מצורף וידאו בנושא:"
2024-01-19 13:38:27,"מערכות צה""ל זיהו לפני זמן קצר כלי טיס בלתי מאויש שחצה מלבנון במרחב הימי בצפון הארץ, לוחמי ההגנה האווירית יירטו בהצלחה את המטרה באמצעות מערכת כיפת ברזל.

מטוסי קרב תקפו לפני זמן קצר עמדות שיגור, מבנים צבאיים ותשתיות טרור של ארגון הטרור חיזבאללה במרחב הכפר רמיה שבדרום לבנון.

במרחב הכפרים חולה וכפר כילא, צה""ל תקף הבוקר באמצעות מטוסי קרב, טנקים ומרגמות עמדות תצפית ותשתיות טרור של חיזבאללה.

כמו כן, טנקים של צה""ל תקפו אמש (ה') תשתית צבאית של צבא סוריה בתגובה לשיגורים לעבר רמת הגולן.

מצורף תיעוד מתקיפות צה""ל:"
2024-01-19 15:00:12,"דגם טנק ישראלי, מתחם אימונים ומשגרי רקטות:"
2024-01-19 21:24:35,"בהמשך להתרעות שהופעלו במרחב העיר חיפה, שוגר מיירט לעבר מטרה אווירית חשודה, האירוע הסתיים.

התרעה על ירי רקטות וטילים הופעלה בעקבות שיגור המיירט."
