data,date,time,alertDate,category,category_desc,matrix_id,rid
כרם שלום,13.11.2019,19:21:00,2019-11-13T19:21:00,1,ירי רקטות וטילים,1,6618
כרם שלום,13.11.2019,19:21:21,2019-11-13T19:21:00,1,ירי רקטות וטילים,1,6619
זמרת ושובה,13.11.2019,19:40:31,2019-11-13T19:41:00,1,ירי רקטות וטילים,1,6620
נחל עוז,13.11.2019,19:40:31,2019-11-13T19:41:00,1,ירי רקטות וטילים,1,6621
עלומים,13.11.2019,19:40:31,2019-11-13T19:41:00,1,ירי רקטות וטילים,1,6622
כפר עזה,13.11.2019,19:40:36,2019-11-13T19:41:00,1,ירי רקטות וטילים,1,6623
סעד,13.11.2019,19:40:36,2019-11-13T19:41:00,1,ירי רקטות וטילים,1,6624
ניצן,13.11.2019,20:43:54,2019-11-13T20:44:00,1,ירי רקטות וטילים,1,6625
אשדוד - אזור תעשייה צפוני ונ,13.11.2019,20:43:54,2019-11-13T20:44:00,1,ירי רקטות וטילים,1,6626
אשדוד - ח,13.11.2019,20:44:04,2019-11-13T20:44:00,1,ירי רקטות וטילים,1,6627
מרינה,13.11.2019,20:44:04,2019-11-13T20:44:00,1,ירי רקטות וטילים,1,6628
אשדוד - יא,13.11.2019,20:44:04,2019-11-13T20:44:00,1,ירי רקטות וטילים,1,6628
אזור תעשייה הדרומי אשקלון,13.11.2019,20:54:22,2019-11-13T20:54:00,1,ירי רקטות וטילים,1,6629
זיקים,13.11.2019,20:54:22,2019-11-13T20:54:00,1,ירי רקטות וטילים,1,6630
כרמיה,13.11.2019,20:54:22,2019-11-13T20:54:00,1,ירי רקטות וטילים,1,6631
נתיב העשרה,13.11.2019,20:54:22,2019-11-13T20:54:00,1,ירי רקטות וטילים,1,6632
אשקלון,13.11.2019,20:54:27,2019-11-13T20:54:00,1,ירי רקטות וטילים,1,6633
מבקיעים,13.11.2019,20:54:33,2019-11-13T20:55:00,1,ירי רקטות וטילים,1,6634
יד מרדכי,13.11.2019,20:54:33,2019-11-13T20:55:00,1,ירי רקטות וטילים,1,6635
אשקלון,13.11.2019,20:58:36,2019-11-13T20:59:00,1,ירי רקטות וטילים,1,6636
אזור תעשייה הדרומי אשקלון,13.11.2019,20:58:36,2019-11-13T20:59:00,1,ירי רקטות וטילים,1,6637
זיקים,13.11.2019,20:58:46,2019-11-13T20:59:00,1,ירי רקטות וטילים,1,6638
כרמיה,13.11.2019,20:58:46,2019-11-13T20:59:00,1,ירי רקטות וטילים,1,6639
נתיב העשרה,13.11.2019,20:58:46,2019-11-13T20:59:00,1,ירי רקטות וטילים,1,6640
אשקלון,13.11.2019,20:59:17,2019-11-13T20:59:00,1,ירי רקטות וטילים,1,6641
אשדוד - א,13.11.2019,21:10:51,2019-11-13T21:11:00,1,ירי רקטות וטילים,1,6642
אשדוד - ח,13.11.2019,21:10:51,2019-11-13T21:11:00,1,ירי רקטות וטילים,1,6643
מרינה,13.11.2019,21:10:51,2019-11-13T21:11:00,1,ירי רקטות וטילים,1,6644
אשדוד - יא,13.11.2019,21:10:51,2019-11-13T21:11:00,1,ירי רקטות וטילים,1,6644
ניר עם,13.11.2019,21:30:52,2019-11-13T21:31:00,1,ירי רקטות וטילים,1,6645
נתיב העשרה,13.11.2019,21:37:54,2019-11-13T21:38:00,1,ירי רקטות וטילים,1,6646
מרינה,13.11.2019,22:13:56,2019-11-13T22:14:00,1,ירי רקטות וטילים,1,6647
אשדוד - יא,13.11.2019,22:13:56,2019-11-13T22:14:00,1,ירי רקטות וטילים,1,6647
 איבים,13.11.2019,22:38:17,2019-11-13T22:38:00,1,ירי רקטות וטילים,1,6648
שדרות,13.11.2019,22:38:17,2019-11-13T22:38:00,1,ירי רקטות וטילים,1,6648
עשרת,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6649
קבוצת יבנה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6650
שדמה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6651
אמונים,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6652
בית עזרא,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6653
גבעתי,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6654
מעון צופיה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6655
עזר,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6656
עזריקם,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6657
שדה עוזיהו,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6658
שתולים,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6659
פארק תעשייה ראם,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6660
אזור תעשייה עד הלום,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6661
אשדוד - א,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6662
אשדוד - אזור תעשייה צפוני ונ,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6663
אשדוד - ג,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6664
אשדוד - ח,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6665
מרינה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6666
אשדוד - יא,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6666
בני דרום,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6667
גן שלמה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6668
ניר גלים,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6669
רחובות,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6670
בית אלעזרי,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6671
גאליה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6672
גדרה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6673
יבנה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6674
כפר הנגיד,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6675
קדרון,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6676
אזור תעשייה כנות,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6677
ביצרון,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6678
בית גמליאל,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6679
בן זכאי,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6680
בני עי''ש,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6681
בניה,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6682
גבעת ברנר,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6683
גבעת וושינגטון,13.11.2019,23:13:55,2019-11-13T23:14:00,1,ירי רקטות וטילים,1,6684
ניצן,13.11.2019,23:14:34,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6685
בני דרום,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6686
ביצרון,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6687
בניה,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6688
גבעת וושינגטון,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6689
גן הדרום,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6690
גן יבנה,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6691
כנות,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6692
כפר אביב,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6693
כפר מרדכי,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6694
כרם ביבנה,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6695
מישר,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6696
משגב דב,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6697
מתחם בני דרום,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6698
נווה מבטח,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6699
עשרת,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6700
קבוצת יבנה,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6701
שדמה,13.11.2019,23:14:56,2019-11-13T23:15:00,1,ירי רקטות וטילים,1,6702
נחל עוז,13.11.2019,23:31:33,2019-11-13T23:32:00,1,ירי רקטות וטילים,1,6703
נחל עוז,13.11.2019,23:31:59,2019-11-13T23:32:00,1,ירי רקטות וטילים,1,6704
נחל עוז,13.11.2019,23:47:54,2019-11-13T23:48:00,1,ירי רקטות וטילים,1,6705
נחל עוז,14.11.2019,00:23:21,2019-11-14T00:23:00,1,ירי רקטות וטילים,1,6706
אשקלון,14.11.2019,00:25:33,2019-11-14T00:26:00,1,ירי רקטות וטילים,1,6707
מרכז שפירא,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6708
משואות יצחק,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6709
עין צורים,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6710
שפיר,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6711
אשדוד - ח,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6712
גן יבנה,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6713
אזור תעשייה עד הלום,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6714
שדה עוזיהו,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6715
שתולים,14.11.2019,00:40:27,2019-11-14T00:40:00,1,ירי רקטות וטילים,1,6716
כפר ורבורג,14.11.2019,00:40:37,2019-11-14T00:41:00,1,ירי רקטות וטילים,1,6717
אמונים,14.11.2019,00:40:42,2019-11-14T00:41:00,1,ירי רקטות וטילים,1,6718
גבעתי,14.11.2019,00:40:42,2019-11-14T00:41:00,1,ירי רקטות וטילים,1,6719
עזר,14.11.2019,00:40:42,2019-11-14T00:41:00,1,ירי רקטות וטילים,1,6720
עזריקם,14.11.2019,00:40:42,2019-11-14T00:41:00,1,ירי רקטות וטילים,1,6721
בית עזרא,14.11.2019,00:41:17,2019-11-14T00:41:00,1,ירי רקטות וטילים,1,6722
שדה עוזיהו,14.11.2019,00:41:17,2019-11-14T00:41:00,1,ירי רקטות וטילים,1,6723
אשקלון,14.11.2019,01:35:33,2019-11-14T01:36:00,1,ירי רקטות וטילים,1,6724
באר גנים,14.11.2019,01:35:33,2019-11-14T01:36:00,1,ירי רקטות וטילים,1,6725
מבטחים עמיעוז ישע,14.11.2019,01:59:04,2019-11-14T01:59:00,1,ירי רקטות וטילים,1,6726
 מכללת ספיר,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6727
גבים,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6727
 איבים,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6728
שדרות,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6728
בארי,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6729
סעד,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6730
עלומים,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6731
שדה דוד,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6732
שחר,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6733
תלמים,14.11.2019,02:35:48,2019-11-14T02:36:00,1,ירי רקטות וטילים,1,6734
ארז,14.11.2019,06:11:38,2019-11-14T06:12:00,1,ירי רקטות וטילים,1,6735
יד מרדכי,14.11.2019,06:11:38,2019-11-14T06:12:00,1,ירי רקטות וטילים,1,6736
נתיב העשרה,14.11.2019,06:11:38,2019-11-14T06:12:00,1,ירי רקטות וטילים,1,6737
יד מרדכי,14.11.2019,06:58:54,2019-11-14T06:59:00,1,ירי רקטות וטילים,1,6738
נתיב העשרה,14.11.2019,06:58:54,2019-11-14T06:59:00,1,ירי רקטות וטילים,1,6739
יד מרדכי,14.11.2019,06:59:20,2019-11-14T06:59:00,1,ירי רקטות וטילים,1,6740
נתיב העשרה,14.11.2019,06:59:20,2019-11-14T06:59:00,1,ירי רקטות וטילים,1,6741
ארז,14.11.2019,06:59:31,2019-11-14T07:00:00,1,ירי רקטות וטילים,1,6742
כרמיה,14.11.2019,06:59:31,2019-11-14T07:00:00,1,ירי רקטות וטילים,1,6743
נתיב העשרה,14.11.2019,07:19:41,2019-11-14T07:20:00,1,ירי רקטות וטילים,1,6744
שוקדה,14.11.2019,10:54:52,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6745
בית הגדי,14.11.2019,10:55:02,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6746
נתיבות,14.11.2019,10:55:02,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6747
זמרת ושובה,14.11.2019,10:55:02,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6748
שרשרת,14.11.2019,10:55:02,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6749
תקומה וחוות יזרעם,14.11.2019,10:55:02,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6750
תקומה,14.11.2019,10:55:02,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6751
בארי,14.11.2019,10:55:08,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6752
כפר מימון ותושיה,14.11.2019,10:55:08,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6753
עלומים,14.11.2019,10:55:08,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6754
שוקדה,14.11.2019,10:55:13,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6755
יכיני,14.11.2019,10:55:19,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6756
מפלסים,14.11.2019,10:55:19,2019-11-14T10:55:00,1,ירי רקטות וטילים,1,6757
כפר מימון ותושיה,14.11.2019,17:23:44,2019-11-14T17:24:00,1,ירי רקטות וטילים,1,6758
עלומים,14.11.2019,17:23:44,2019-11-14T17:24:00,1,ירי רקטות וטילים,1,6759
בארי,14.11.2019,17:23:49,2019-11-14T17:24:00,1,ירי רקטות וטילים,1,6760
נחל עוז,14.11.2019,17:23:49,2019-11-14T17:24:00,1,ירי רקטות וטילים,1,6761
 מכללת ספיר,14.11.2019,22:02:53,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6762
גבים,14.11.2019,22:02:53,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6762
ניר עם,14.11.2019,22:03:03,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6763
 איבים,14.11.2019,22:03:03,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6764
שדרות,14.11.2019,22:03:03,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6764
מפלסים,14.11.2019,22:03:03,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6765
מטווח ניר עם,14.11.2019,22:03:03,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6766
 מכללת ספיר,14.11.2019,22:03:29,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6767
גבים,14.11.2019,22:03:29,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6767
ניר עם,14.11.2019,22:03:29,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6768
 איבים,14.11.2019,22:03:29,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6769
שדרות,14.11.2019,22:03:29,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6769
מפלסים,14.11.2019,22:03:29,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6770
מטווח ניר עם,14.11.2019,22:03:29,2019-11-14T22:03:00,1,ירי רקטות וטילים,1,6771
שגב שלום והפזורה,16.11.2019,01:57:07,2019-11-16T01:57:00,1,ירי רקטות וטילים,1,6772
באר שבע - דרום,16.11.2019,01:57:16,2019-11-16T01:57:00,1,ירי רקטות וטילים,1,6773
באר שבע - מזרח,16.11.2019,01:57:16,2019-11-16T01:57:00,1,ירי רקטות וטילים,1,6774
לקיה והפזורה,16.11.2019,01:57:16,2019-11-16T01:57:00,1,ירי רקטות וטילים,1,6775
באר שבע - צפון,16.11.2019,01:57:33,2019-11-16T01:58:00,1,ירי רקטות וטילים,1,6776
עומר,16.11.2019,01:57:33,2019-11-16T01:58:00,1,ירי רקטות וטילים,1,6777
באר שבע - מערב,16.11.2019,01:57:48,2019-11-16T01:58:00,1,ירי רקטות וטילים,1,6778
באר שבע - מזרח,16.11.2019,01:58:23,2019-11-16T01:58:00,1,ירי רקטות וטילים,1,6779
דפנה,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6781
כפר סאלד,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6782
מג'דל שמס,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6783
מסעדה,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6784
נווה אטי''ב,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6785
נמרוד,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6786
עין קנייא,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6787
שאר ישוב,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6788
שניר,19.11.2019,04:52:52,2019-11-19T04:53:00,1,ירי רקטות וטילים,1,6789
רעים,29.11.2019,20:51:36,2019-11-29T20:52:00,1,ירי רקטות וטילים,1,6791
אזור תעשייה הדרומי אשקלון,29.11.2019,23:02:00,2019-11-29T23:02:00,1,ירי רקטות וטילים,1,6792
זיקים,29.11.2019,23:02:05,2019-11-29T23:02:00,1,ירי רקטות וטילים,1,6793
כרמיה,29.11.2019,23:02:11,2019-11-29T23:02:00,1,ירי רקטות וטילים,1,6794
נתיב העשרה,29.11.2019,23:02:11,2019-11-29T23:02:00,1,ירי רקטות וטילים,1,6795
אשקלון,29.11.2019,23:02:11,2019-11-29T23:02:00,1,ירי רקטות וטילים,1,6796
נחל עוז,12.01.2020,12:19:01,2020-01-12T12:19:00,1,ירי רקטות וטילים,1,6820
נחל עוז,15.01.2020,15:24:17,2020-01-15T15:24:00,1,ירי רקטות וטילים,1,6821
סעד,15.01.2020,15:24:22,2020-01-15T15:24:00,1,ירי רקטות וטילים,1,6822
נחל עוז,15.01.2020,15:24:42,2020-01-15T15:25:00,1,ירי רקטות וטילים,1,6823
כפר עזה,15.01.2020,15:25:03,2020-01-15T15:25:00,1,ירי רקטות וטילים,1,6824
נחל עוז,15.01.2020,15:25:03,2020-01-15T15:25:00,1,ירי רקטות וטילים,1,6825
סעד,15.01.2020,15:25:03,2020-01-15T15:25:00,1,ירי רקטות וטילים,1,6826
מטווח ניר עם,23.01.2020,20:15:03,2020-01-23T20:15:00,1,ירי רקטות וטילים,1,6827
כיסופים,29.01.2020,21:11:23,2020-01-29T21:11:00,1,ירי רקטות וטילים,1,6828
יד מרדכי,30.01.2020,13:07:02,2020-01-30T13:07:00,1,ירי רקטות וטילים,1,6829
ניר עם,30.01.2020,23:28:16,2020-01-30T23:28:00,1,ירי רקטות וטילים,1,6830
 איבים,30.01.2020,23:28:16,2020-01-30T23:28:00,1,ירי רקטות וטילים,1,6831
שדרות,30.01.2020,23:28:16,2020-01-30T23:28:00,1,ירי רקטות וטילים,1,6831
 מכללת ספיר,30.01.2020,23:28:26,2020-01-30T23:28:00,1,ירי רקטות וטילים,1,6832
גבים,30.01.2020,23:28:26,2020-01-30T23:28:00,1,ירי רקטות וטילים,1,6832
 איבים,31.01.2020,20:21:35,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6833
שדרות,31.01.2020,20:21:35,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6833
 מכללת ספיר,31.01.2020,20:22:01,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6834
גבים,31.01.2020,20:22:01,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6834
ניר עם,31.01.2020,20:22:01,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6835
 איבים,31.01.2020,20:22:01,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6836
שדרות,31.01.2020,20:22:01,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6836
אור הנר,31.01.2020,20:22:01,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6837
ארז,31.01.2020,20:22:01,2020-01-31T20:22:00,1,ירי רקטות וטילים,1,6838
ניר יצחק,31.01.2020,22:42:40,2020-01-31T22:43:00,1,ירי רקטות וטילים,1,6839
סופה,31.01.2020,22:42:40,2020-01-31T22:43:00,1,ירי רקטות וטילים,1,6840
נחל עוז,01.02.2020,21:12:18,2020-02-01T21:12:00,1,ירי רקטות וטילים,1,6841
עלומים,01.02.2020,21:12:18,2020-02-01T21:12:00,1,ירי רקטות וטילים,1,6842
נתיבות,05.02.2020,00:14:17,2020-02-05T00:14:00,1,ירי רקטות וטילים,1,6843
שרשרת,05.02.2020,00:14:17,2020-02-05T00:14:00,1,ירי רקטות וטילים,1,6844
עלומים,05.02.2020,00:14:21,2020-02-05T00:14:00,1,ירי רקטות וטילים,1,6845
יתד,06.02.2020,09:13:31,2020-02-06T09:14:00,1,ירי רקטות וטילים,1,6846
ניר עם,09.02.2020,20:29:55,2020-02-09T20:30:00,1,ירי רקטות וטילים,1,6847
 איבים,09.02.2020,20:29:55,2020-02-09T20:30:00,1,ירי רקטות וטילים,1,6848
שדרות,09.02.2020,20:29:55,2020-02-09T20:30:00,1,ירי רקטות וטילים,1,6848
כיסופים,15.02.2020,20:12:29,2020-02-15T20:12:00,1,ירי רקטות וטילים,1,6849
אזור תעשייה הדרומי אשקלון,23.02.2020,17:34:45,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6850
בית שקמה,23.02.2020,17:34:45,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6851
גיאה,23.02.2020,17:34:45,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6852
הודיה,23.02.2020,17:34:45,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6853
מבקיעים,23.02.2020,17:34:45,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6854
משען,23.02.2020,17:34:45,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6855
אשקלון,23.02.2020,17:34:45,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6856
אזור תעשייה צפוני אשקלון,23.02.2020,17:34:46,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6857
זיקים,23.02.2020,17:34:56,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6858
יד מרדכי,23.02.2020,17:34:56,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6859
כרמיה,23.02.2020,17:34:56,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6860
נתיב העשרה,23.02.2020,17:34:56,2020-02-23T17:35:00,1,ירי רקטות וטילים,1,6861
כיסופים,23.02.2020,17:39:38,2020-02-23T17:40:00,1,ירי רקטות וטילים,1,6862
כרם שלום,23.02.2020,17:41:57,2020-02-23T17:42:00,1,ירי רקטות וטילים,1,6863
אשקלון,23.02.2020,17:43:56,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6864
אזור תעשייה הדרומי אשקלון,23.02.2020,17:43:56,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6865
סופה,23.02.2020,17:43:56,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6866
נתיב העשרה,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6867
זיקים,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6868
כרמיה,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6869
מבקיעים,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6870
 מכללת ספיר,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6871
גבים,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6871
ניר עם,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6872
 איבים,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6873
שדרות,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6873
מפלסים,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6874
מטווח ניר עם,23.02.2020,17:44:02,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6875
ניר יצחק,23.02.2020,17:44:03,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6876
ארז,23.02.2020,17:44:14,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6877
בת הדר,23.02.2020,17:44:14,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6878
ניר עם,23.02.2020,17:44:20,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6879
 איבים,23.02.2020,17:44:20,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6880
שדרות,23.02.2020,17:44:20,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6880
גבים,23.02.2020,17:44:21,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6881
 מכללת ספיר,23.02.2020,17:44:21,2020-02-23T17:44:00,1,ירי רקטות וטילים,1,6881
אשקלון,23.02.2020,19:54:25,2020-02-23T19:54:00,1,ירי רקטות וטילים,1,6882
אזור תעשייה הדרומי אשקלון,23.02.2020,19:54:40,2020-02-23T19:55:00,1,ירי רקטות וטילים,1,6883
אשקלון,23.02.2020,19:55:01,2020-02-23T19:55:00,1,ירי רקטות וטילים,1,6884
אזור תעשייה צפוני אשקלון,23.02.2020,19:55:01,2020-02-23T19:55:00,1,ירי רקטות וטילים,1,6885
כיסופים,23.02.2020,20:03:49,2020-02-23T20:04:00,1,ירי רקטות וטילים,1,6886
 איבים,23.02.2020,21:02:12,2020-02-23T21:02:00,1,ירי רקטות וטילים,1,6887
שדרות,23.02.2020,21:02:12,2020-02-23T21:02:00,1,ירי רקטות וטילים,1,6887
